demographics_term,student_ID,major_term,course_prefix,course_number,course_suffix,course_credits,course_grade_letter
201508,969,BIO,MATH,1070,,3.0,A
201508,969,BIO,BIOL,2107,K,4.0,B+
201508,969,BIO,CHEM,1212,K,4.0,B
201508,1042,IDS,MATH,1101,,3.0,D
201508,1042,IDS,GRMN,1001,,3.0,C
201508,1042,IDS,SCOM,2050,,3.0,C
201508,1043,BIO,ENGL,1101,,3.0,A-
201508,1043,BIO,GSU,1010,,1.0,A
201508,1043,BIO,CHEM,1050,,3.0,C+
201508,1043,BIO,SCOM,2050,,3.0,C
201508,1043,BIO,SOCI,1160,,3.0,C+
201508,1043,BIO,PERS,2002,,2.0,B
201508,1044,CHM,SCOM,2050,,3.0,B+
201508,1044,CHM,CHEM,1211,K,4.0,C+
201508,1044,CHM,SOCI,1160,,3.0,B
201508,1044,CHM,MATH,1113,,3.0,C+
201508,1046,BIO,PSYC,1101,,3.0,A
201508,1046,BIO,PHIL,1010,,2.0,B
201508,1046,BIO,SCOM,2050,,3.0,C+
201508,1046,BIO,MATH,1113,,3.0,F
201508,1046,BIO,GSU,1010,,1.0,C+
201508,1046,BIO,POLS,1101,,3.0,B
201508,1045,CHM,HIST,1112,,3.0,B-
201508,1045,CHM,ANTH,1102,,3.0,B
201508,1045,CHM,GSU,1010,,1.0,A+
201508,1045,CHM,SOCI,1160,,3.0,B-
201508,1045,CHM,ENGL,1101,,3.0,A+
201508,1049,CHM,HIST,2110,,3.0,A+
201508,1049,CHM,SCOM,1000,,2.0,D
201508,1049,CHM,CHEM,1212,K,4.0,B-
201508,1049,CHM,HON,1000,,1.0,S
201508,1049,CHM,MATH,2212,,4.0,D
201508,1049,CHM,ENGL,1101,,3.0,B+
201508,1048,BIO,MATH,1111,,3.0,D
201508,1048,BIO,POLS,2401,,3.0,D
201508,1048,BIO,ENGL,1102,,3.0,A+
201508,1048,BIO,CHEM,1211,K,4.0,D
201508,1048,BIO,MATH,999,,2.0,C%
201508,1048,BIO,PERS,2001,,2.0,B-
201508,1047,CHM,ENGL,1101,,3.0,A
201508,1047,CHM,CHEM,1211,K,4.0,A
201508,1047,CHM,POLS,1101,,3.0,A
201508,1047,CHM,GSU,1010,,1.0,A+
201508,1047,CHM,PERS,2001,,2.0,A+
201508,1047,CHM,MATH,2212,,4.0,A+
201508,1051,BIO,CHEM,1211,K,4.0,B
201508,1051,BIO,ENGL,1101,,3.0,A-
201508,1051,BIO,MATH,1113,,3.0,A-
201508,1051,BIO,POLS,1101,,3.0,B
201508,1051,BIO,GSU,1010,,1.0,A+
201508,1051,BIO,SCOM,1000,,2.0,A
201508,1052,BIO,MATH,1111,,3.0,A
201508,1052,BIO,HIST,2110,,3.0,B+
201508,1052,BIO,SCOM,1000,,2.0,A
201508,1052,BIO,CHEM,1050,,3.0,B
201508,1052,BIO,ENGL,1101,,3.0,A-
201508,1052,BIO,GSU,1010,,1.0,A+
201508,1074,PSY,ENGL,1102,,3.0,A-
201508,1074,PSY,POLS,1101,,3.0,C
201508,1074,PSY,GSU,1010,,1.0,A+
201508,1074,PSY,SCOM,2050,,3.0,B
201508,1074,PSY,PERS,2001,,2.0,B+
201508,1074,PSY,WGSS,2010,,3.0,B-
201508,1073,CHM,MATH,1113,,3.0,C
201508,1073,CHM,CHEM,1211,K,4.0,A-
201508,1073,CHM,PERS,2001,,2.0,A
201508,1073,CHM,HIST,2110,,3.0,B+
201508,1073,CHM,GSU,1010,,1.0,A+
201508,1073,CHM,ENGL,1101,,3.0,A-
201508,1076,PSY,POLS,2401,,3.0,B
201508,1076,PSY,SCOM,1000,,2.0,A-
201508,1076,PSY,HIST,2110,,3.0,A
201508,1076,PSY,GSU,1010,,1.0,A+
201508,1076,PSY,ENGL,1102,,3.0,A+
201508,1077,BIO,PSYC,1101,,3.0,C
201508,1077,BIO,PHIL,2010,,3.0,B
201508,1077,BIO,MATH,999,,2.0,C-%
201508,1077,BIO,MATH,1111,,3.0,D
201508,1077,BIO,ENGL,1101,,3.0,B+
201508,1077,BIO,GSU,1010,,1.0,B
201508,1078,CHM,MATH,2211,,4.0,A
201508,1078,CHM,PHIL,2010,,3.0,A
201508,1078,CHM,BIOL,2107,K,4.0,A
201508,1078,CHM,CHEM,1212,K,4.0,A
201508,1075,CHM,MUA,3500,,3.0,F
201508,1075,CHM,CHEM,1211,K,4.0,F
201508,1075,CHM,HIST,2110,,3.0,F
201508,1075,CHM,PHIL,1010,,2.0,F
201508,1085,CHM,MATH,999,,2.0,C%
201508,1085,CHM,ANTH,1102,,3.0,C-
201508,1085,CHM,GSU,1010,,1.0,A+
201508,1085,CHM,ENGL,1101,,3.0,A
201508,1085,CHM,HIST,1112,,3.0,C
201508,1085,CHM,MATH,1111,,3.0,C
201508,1082,PSY,SCOM,2050,,3.0,B
201508,1082,PSY,GSU,1010,,1.0,A
201508,1082,PSY,ENGL,1101,,3.0,C
201508,1082,PSY,PSYC,1101,,3.0,B
201508,1082,PSY,POLS,1101,,3.0,C
201508,1082,PSY,PERS,2001,,2.0,C+
201508,1081,BIO,SCOM,1000,,2.0,A+
201508,1081,BIO,POLS,1101,,3.0,A
201508,1081,BIO,MATH,2212,,4.0,A+
201508,1081,BIO,CHEM,1211,K,4.0,B+
201508,1081,BIO,ENGL,1101,,3.0,A-
201508,1081,BIO,GSU,1010,,1.0,A+
201508,1072,BIO,ANTH,1102,,3.0,C+
201508,1072,BIO,HIST,1112,,3.0,C
201508,1072,BIO,GSU,1010,,1.0,A+
201508,1072,BIO,MATH,999,,2.0,F%
201508,1072,BIO,ENGL,1101,,3.0,A
201508,1072,BIO,MATH,1111,,3.0,F
201508,1071,BIO,MUA,1500,,3.0,B+
201508,1071,BIO,ENGL,1101,,3.0,A-
201508,1071,BIO,MATH,1111,,3.0,B+
201508,1071,BIO,MATH,999,,2.0,C-%
201508,1071,BIO,PHIL,2010,,3.0,A-
201508,1068,CHM,CHEM,1211,K,4.0,C+
201508,1068,CHM,MATH,1113,,3.0,C+
201508,1068,CHM,ENGL,1102,,3.0,B-
201508,1068,CHM,HIST,2110,,3.0,B+
201508,1069,PSY,GSU,1010,,1.0,A+
201508,1069,PSY,MATH,999,,2.0,A+%
201508,1069,PSY,MATH,1111,,3.0,A-
201508,1069,PSY,ENGL,1101,,3.0,A
201508,1069,PSY,POLS,1101,,3.0,A
201508,1069,PSY,PSYC,1101,,3.0,A-
201508,1070,CHM,SCOM,1000,,2.0,B-
201508,1070,CHM,PSYC,1101,,3.0,C+
201508,1070,CHM,CHEM,1050,,3.0,A
201508,1070,CHM,ENGL,1101,,3.0,C
201508,1070,CHM,GSU,1010,,1.0,A-
201508,1070,CHM,MATH,2211,,4.0,A+
201508,1067,BIO,ENGL,1101,,3.0,A
201508,1067,BIO,CHEM,1211,K,4.0,A
201508,1067,BIO,PERS,2001,,2.0,A+
201508,1067,BIO,MATH,999,,2.0,A-%
201508,1067,BIO,GSU,1010,,1.0,A+
201508,1067,BIO,MATH,1111,,3.0,A
201508,1080,PSY,PSYC,1101,,3.0,B-
201508,1080,PSY,HIST,2110,,3.0,B+
201508,1080,PSY,SCOM,1000,,2.0,C-
201508,1080,PSY,ENGL,1101,,3.0,A
201508,1080,PSY,GSU,1010,,1.0,A+
201508,1080,PSY,MATH,1101,,3.0,A-
201508,1079,PSY,MATH,1101,,3.0,B
201508,1079,PSY,PHIL,1010,,2.0,B+
201508,1079,PSY,ENGL,1101,,3.0,A-
201508,1079,PSY,GSU,1010,,1.0,A+
201508,1079,PSY,KORE,1001,,3.0,B+
201508,1079,PSY,POLS,2401,,3.0,B-
201508,1084,CHM,GSU,1010,,1.0,A+
201508,1084,CHM,CHEM,1211,K,4.0,B-
201508,1084,CHM,SCOM,1000,,2.0,B
201508,1084,CHM,HIST,2110,,3.0,A-
201508,1084,CHM,MATH,1111,,3.0,B+
201508,1084,CHM,ENGL,1102,,3.0,A-
201508,1090,PSY,FLME,2700,,3.0,B-
201508,1090,PSY,HIST,2110,,3.0,B-
201508,1090,PSY,PHIL,1010,,2.0,C+
201508,1090,PSY,PSYC,2050,,3.0,C
201508,1090,PSY,ENGL,1101,,3.0,C
201508,1090,PSY,GSU,1010,,1.0,B
201508,1087,CHM,ENGL,1101,,3.0,A-
201508,1087,CHM,PHIL,2010,,3.0,B-
201508,1087,CHM,ECON,2100,,3.0,B-
201508,1087,CHM,FLME,2700,,3.0,B+
201508,1120,PSY,POLS,1101,,3.0,B-
201508,1120,PSY,SCOM,1000,,2.0,B+
201508,1120,PSY,ENGL,1101,,3.0,B
201508,1120,PSY,GSU,1010,,1.0,A+
201508,1120,PSY,ANTH,1102,,3.0,B
201508,1119,CHM,HIST,1111,,3.0,B-
201508,1119,CHM,JAPN,1001,,3.0,A
201508,1119,CHM,GSU,1010,,1.0,A
201508,1119,CHM,HIST,2110,,3.0,B+
201508,1119,CHM,PHIL,1010,,2.0,B-
201508,1121,BIO,FLME,2700,,3.0,A
201508,1121,BIO,PHIL,1010,,2.0,B
201508,1121,BIO,GSU,1010,,1.0,A
201508,1121,BIO,ENGL,1101,,3.0,B
201508,1121,BIO,HIST,2110,,3.0,W
201508,1121,BIO,AAS,2010,,3.0,A+
201508,1122,CHM,HON,1000,,1.0,S
201508,1122,CHM,ENGL,1103,,3.0,A
201508,1122,CHM,BIOL,2107,K,4.0,A
201508,1122,CHM,PHIL,1010,,2.0,A
201508,1122,CHM,HIST,1111,,3.0,A
201508,1131,PSY,GSU,1010,,1.0,W
201508,1131,PSY,SCOM,2050,,3.0,C+
201508,1131,PSY,HIST,2110,,3.0,B+
201508,1131,PSY,CHEM,1211,K,4.0,C
201508,1131,PSY,ENGL,1101,,3.0,F
201508,1130,PSY,BIOL,1104,K,4.0,A
201508,1130,PSY,PSYC,1101,,3.0,A
201508,1130,PSY,MUS,1081,,1.0,A+
201508,1130,PSY,PHIL,2010,,3.0,B
201508,1130,PSY,SCOM,1000,,2.0,A
201508,1130,PSY,POLS,1101,,3.0,B
201508,1129,BIO,ANTH,1102,,3.0,B
201508,1129,BIO,BIOL,2300,,3.0,C-
201508,1129,BIO,HIST,2110,,3.0,B+
201508,1129,BIO,PHIL,2010,,3.0,B-
201508,1125,CHM,BIOL,3800,,3.0,B
201508,1125,CHM,CHEM,2400,,4.0,A-
201508,1125,CHM,CHEM,3100,,2.0,B
201508,1125,CHM,FLME,2700,,3.0,B
201508,1125,CHM,MATH,2211,,4.0,B+
201508,1126,PSY,PHIL,2010,,3.0,A-
201508,1126,PSY,ENGL,1102,,3.0,A-
201508,1126,PSY,MATH,1070,,3.0,B
201508,1126,PSY,PHIL,1010,,2.0,B+
201508,1126,PSY,POLS,1101,,3.0,A
201508,1126,PSY,GSU,1010,,1.0,A+
201508,1124,PSY,PHIL,1010,,2.0,A
201508,1124,PSY,PSYC,1101,,3.0,A+
201508,1124,PSY,PHIL,2010,,3.0,A
201508,1124,PSY,HIST,2110,,3.0,A+
201508,1124,PSY,ENGL,1101,,3.0,A
201508,1123,BIO,SCOM,1000,,2.0,A+
201508,1123,BIO,HIST,2110,,3.0,A+
201508,1123,BIO,MATH,1113,,3.0,A
201508,1123,BIO,CHEM,1211,K,4.0,B
201508,1123,BIO,ENGL,1101,,3.0,A
201508,1115,BIO,SCOM,1000,,2.0,F
201508,1115,BIO,ENGL,1101,,3.0,W
201508,1115,BIO,MATH,1111,,3.0,F
201508,1115,BIO,PSYC,1101,,3.0,W
201508,1115,BIO,PHIL,1010,,2.0,F
201508,1118,BIO,PHYS,1111,K,4.0,A
201508,1118,BIO,BIOL,2107,K,4.0,A
201508,1116,CHM,CHEM,1050,,3.0,W
201508,1116,CHM,MATH,1111,,3.0,B+
201508,1116,CHM,SCOM,1000,,2.0,A
201508,1116,CHM,PSYC,1101,,3.0,B-
201508,1116,CHM,ENGL,1101,,3.0,A
201508,1116,CHM,GSU,1010,,1.0,A+
201508,1127,CHM,CHEM,1211,K,4.0,B+
201508,1127,CHM,POLS,1101,,3.0,B-
201508,1127,CHM,ENGL,1102,,3.0,A-
201508,1127,CHM,SCOM,1000,,2.0,A
201508,1134,BIO,ENGL,1102,,3.0,B
201508,1134,BIO,CHEM,1151,K,4.0,B-
201508,1134,BIO,PERS,2001,,2.0,A+
201508,1134,BIO,MATH,1111,,3.0,B-
201508,1135,CHM,POLS,1101,,3.0,B
201508,1135,CHM,CHEM,1050,,3.0,B+
201508,1135,CHM,PSYC,1101,,3.0,B
201508,1135,CHM,RELS,2001,,3.0,B+
201508,1383,CHM,GSU,1010,,1.0,B-
201508,1383,CHM,POLS,1101,,3.0,C
201508,1383,CHM,MATH,999,,2.0,C-%
201508,1383,CHM,MATH,1111,,3.0,D
201508,1383,CHM,ENGL,1101,,3.0,B-
201508,1383,CHM,CHEM,1211,K,4.0,C-
201508,1381,CHM,SCOM,1500,,3.0,A
201508,1381,CHM,BIOL,2110,K,4.0,A-
201508,1381,CHM,CHEM,4600,,5.0,A-
201508,1384,BIO,POLS,1101,,3.0,B
201508,1384,BIO,MATH,1111,,3.0,D
201508,1384,BIO,MATH,999,,2.0,F%
201508,1384,BIO,PSYC,1101,,3.0,C
201508,1384,BIO,BIOL,2300,,3.0,C+
201508,1384,BIO,GSU,1010,,1.0,B+
201508,1389,CHM,SOCI,1101,,3.0,A-
201508,1389,CHM,APVA,1000,,1.0,A-
201508,1389,CHM,PHIL,1010,,2.0,B+
201508,1389,CHM,HIST,1112,,3.0,A
201508,1389,CHM,PHIL,2010,,3.0,A
201508,1379,CHM,SCOM,2050,,3.0,A-
201508,1379,CHM,ENGL,1101,,3.0,A-
201508,1379,CHM,HIST,2110,,3.0,A-
201508,1379,CHM,CHEM,1211,K,4.0,C+
201508,1379,CHM,MATH,1111,,3.0,B
201508,1378,BIO,SCOM,1000,,2.0,C
201508,1378,BIO,GSU,1010,,1.0,A+
201508,1378,BIO,MATH,1111,,3.0,B
201508,1378,BIO,ENGL,1101,,3.0,B
201508,1378,BIO,CHEM,1211,K,4.0,C
201508,1378,BIO,HIST,2110,,3.0,B
201508,1377,BIO,PSYC,1101,,3.0,A-
201508,1377,BIO,POLS,1101,,3.0,A-
201508,1377,BIO,GSU,1010,,1.0,A+
201508,1377,BIO,MATH,1111,,3.0,A-
201508,1377,BIO,MATH,999,,2.0,A-%
201508,1377,BIO,BIOL,2300,,3.0,B
201508,1380,BIO,AAS,2010,,3.0,B-
201508,1380,BIO,MATH,999,,2.0,B+%
201508,1380,BIO,MATH,1111,,3.0,C
201508,1380,BIO,PERS,2001,,2.0,A+
201508,1380,BIO,ENGL,1102,,3.0,A
201508,1376,CHM,MATH,2212,,4.0,B
201508,1376,CHM,PHYS,2211,K,4.0,A
201508,1374,CHM,MATH,1113,,3.0,W
201508,1374,CHM,SCOM,1000,,2.0,D
201508,1374,CHM,CHEM,1050,,3.0,D
201508,1374,CHM,ANTH,1102,,3.0,D
201508,1374,CHM,POLS,1101,,3.0,D
201508,1374,CHM,GSU,1010,,1.0,F
201508,1373,CHM,HIST,2110,,3.0,B+
201508,1373,CHM,GSU,1010,,1.0,A+
201508,1373,CHM,MATH,1113,,3.0,B
201508,1373,CHM,SCOM,1000,,2.0,A
201508,1373,CHM,ENGL,1101,,3.0,C
201508,1373,CHM,CHEM,1211,K,4.0,B+
201508,1390,PSY,GSU,1010,,1.0,B+
201508,1390,PSY,ENGL,1101,,3.0,A
201508,1390,PSY,MATH,1101,,3.0,B+
201508,1390,PSY,SCOM,1000,,2.0,B
201508,1390,PSY,HIST,2110,,3.0,A
201508,1390,PSY,PSYC,1101,,3.0,A
201508,1392,BIO,MATH,1111,,3.0,B
201508,1392,BIO,GSU,1010,,1.0,C
201508,1392,BIO,PSYC,1101,,3.0,C+
201508,1392,BIO,POLS,1101,,3.0,A-
201508,1392,BIO,BIOL,2300,,3.0,B
201508,1392,BIO,MATH,999,,2.0,A+%
201508,1395,PSY,GSU,1010,,1.0,A
201508,1395,PSY,ENGL,1102,,3.0,B+
201508,1395,PSY,PERS,2001,,2.0,A
201508,1395,PSY,SOCI,1160,,3.0,A
201508,1395,PSY,PHIL,2010,,3.0,A+
201508,1395,PSY,HIST,2110,,3.0,A-
201508,1398,BIO,BIOL,2110,K,4.0,A
201508,1398,BIO,PSYC,1101,,3.0,A
201508,1431,CHM,PERS,2002,,2.0,B
201508,1431,CHM,PHIL,2010,,3.0,C-
201508,1431,CHM,POLS,2401,,3.0,B-
201508,1431,CHM,ENGL,1101,,3.0,B+
201508,1431,CHM,PSYC,1101,,3.0,B-
201508,1434,CHM,ENGL,1101,,3.0,F
201508,1434,CHM,MATH,1111,,3.0,F
201508,1434,CHM,CHEM,1211,K,4.0,F
201508,1434,CHM,HIST,1111,,3.0,C
201508,1434,CHM,CSC,1010,,3.0,W
201508,1437,CHM,MATH,1111,,3.0,C
201508,1437,CHM,MATH,999,,2.0,C%
201508,1437,CHM,ENGL,1101,,3.0,C
201508,1437,CHM,CHEM,1050,,3.0,W
201508,1437,CHM,PHIL,2010,,3.0,C-
201508,1413,PSY,PSYC,2050,,3.0,W
201508,1413,PSY,PSYC,2070,,3.0,C-
201508,1413,PSY,PSYC,2101,,3.0,B-
201508,1413,PSY,PSYC,3140,,3.0,C
201508,1413,PSY,PSYC,4300,,3.0,B+
201508,1412,PSY,MATH,1101,,3.0,D
201508,1412,PSY,SOCI,1101,,3.0,A-
201508,1412,PSY,EXC,1001,,3.0,W
201508,1412,PSY,HIST,2110,,3.0,C
201508,1412,PSY,PSYC,2070,,3.0,C-
201601,23,BIO,NUTR,2100,,3.0,C
201601,23,BIO,PSYC,3140,,3.0,B+
201601,23,BIO,BIOL,2300,,3.0,B-
201601,23,BIO,BIOL,2107,K,4.0,B-
201601,164,PSY,PSYC,3510,,4.0,B
201601,165,PSY,MATH,1101,,3.0,W
201601,165,PSY,SPAN,1001,,3.0,C+
201601,10,BIO,BIOL,4575,,4.0,C+
201601,6,0000,MATH,1070,,3.0,D
201601,6,0000,BIOL,3880,,3.0,D
201601,6,0000,BIOL,2120,K,4.0,D
201601,11,GEO,GEOG,4532,,4.0,B
201601,11,GEO,CHEM,1211,K,4.0,C+
201601,11,GEO,GEOL,1122,K,4.0,B+
201601,47,ML,EDCI,4640,,3.0,A-
201601,47,ML,EDCI,4600,,3.0,B+
201601,29,BIO,BIOL,4744,,3.0,A+
201601,29,BIO,BIOL,3840,,3.0,C
201601,29,BIO,CHEM,2400,,4.0,B-
201601,29,BIO,PHIL,2010,,3.0,W
201601,28,BIO,CHEM,2400,,4.0,A-
201601,28,BIO,CHEM,4610,,3.0,C-
201601,28,BIO,CHEM,3110,,2.0,B
201601,45,JOU,GEOG,1112,,4.0,A
201601,45,JOU,SOCI,3156,,3.0,B+
201601,45,JOU,JOUR,3060,,3.0,B
201601,45,JOU,PSYC,3450,,3.0,B+
201601,55,BIO,BIOL,3800,,3.0,A
201601,55,BIO,BIOL,3810,,3.0,C
201601,55,BIO,CHEM,2400,,4.0,C
201601,54,BIO,CHEM,1211,K,4.0,A+
201601,54,BIO,PHYS,1111,K,4.0,A+
201601,54,BIO,CHEM,2400,,4.0,A-
201601,138,BIO,BIOL,4451,,4.0,A
201601,138,BIO,BIOL,4250,,4.0,A
201601,138,BIO,CHEM,4600,,5.0,B
201601,138,BIO,BIOL,4930,,3.0,A+
201601,139,HIS,HIST,4990,,4.0,B
201601,139,HIS,HIST,4450,,4.0,C
201601,139,HIS,BIOL,4451,,4.0,C
201601,139,HIS,BIOL,3440,,3.0,D
201601,108,FI,PERS,2001,,2.0,D
201601,108,FI,POLS,2401,,3.0,W
201601,108,FI,POLS,3200,,3.0,W
201601,108,FI,SPAN,2001,,3.0,-W
201601,108,FI,POLS,3800,,3.0,W
201601,107,EXS,KH,4300,,3.0,B
201601,107,EXS,KH,3600,,3.0,A-
201601,107,EXS,KH,4290,,3.0,B+
201601,89,PSY,PHIL,3000,,3.0,B
201601,89,PSY,MATH,1070,,3.0,C
201601,89,PSY,FREN,1002,,3.0,B+
201601,74,PSY,SCOM,1000,,2.0,A-
201601,74,PSY,MATH,1070,,3.0,C
201601,74,PSY,PERS,2001,,2.0,B+
201601,74,PSY,PSYC,3510,,4.0,B-
201601,74,PSY,HIST,1112,,3.0,W
201601,79,CHM,BIOL,2310,,1.0,B+
201601,79,CHM,BIOL,2300,,3.0,A+
201601,62,BIO,BIOL,3880,,3.0,A-
201601,59,CHM,CHEM,4120,,3.0,B
201601,59,CHM,CHEM,4600,,5.0,C
201601,59,CHM,CHEM,4160,,3.0,I
201601,59,CHM,CHEM,4015,,3.0,B-
201601,77,CSC,CSC,4370,,4.0,B
201601,77,CSC,CSC,4720,,4.0,A-
201601,131,BIO,BIOL,3810,,3.0,B
201601,131,BIO,BIOL,3840,,3.0,B
201601,131,BIO,BIOL,3800,,3.0,B
201601,131,BIO,BIOL,4960,,1.0,S
201601,131,BIO,CHEM,2400,,4.0,B+
201601,125,EXS,KH,4630,,4.0,B+
201601,125,EXS,KH,4760,,5.0,S
201601,125,EXS,KH,4750,,1.0,S
201601,123,BIO,MATH,3435,,3.0,B
201601,123,BIO,MATH,3000,,3.0,D
201601,123,BIO,MATH,4751,,3.0,B+
201601,123,BIO,CSC,2310,,3.0,B
201601,124,CHM,CHEM,4120,,3.0,B-
201601,124,CHM,CHEM,4010,,3.0,C+
201601,124,CHM,CPS,3400,,3.0,C
201601,124,CHM,CHEM,4600,,5.0,C
201601,124,CHM,CPS,3300,,3.0,C
201601,143,BIO,BIOL,2108,K,4.0,B+
201601,143,BIO,BIOL,2300,,3.0,F
201601,146,PSY,PSYC,3510,,4.0,C-
201601,146,PSY,PSYC,3570,,3.0,F
201601,144,PSY,AAS,2010,,3.0,A
201601,144,PSY,AAS,3050,,3.0,B
201601,144,PSY,PSYC,4120,,3.0,B
201601,144,PSY,PSYC,2030,,3.0,A
201601,156,CHM,CHEM,4110,,3.0,C
201601,217,BIO,BIOL,4428,,4.0,C
201601,217,BIO,CHEM,4600,,5.0,C+
201601,217,BIO,BIOL,4930,,3.0,A
201601,217,BIO,BIOL,4800,,4.0,F
201601,217,BIO,BIOL,3850,,1.0,C+
201601,208,CHM,CHEM,2400,,4.0,W
201601,208,CHM,PHIL,2010,,3.0,W
201601,218,BIO,BIOL,4115,,4.0,F
201601,218,BIO,SPAN,1101,,6.0,A-
201601,218,BIO,BIOL,2120,K,4.0,F
201601,236,BIO,BIOL,4102,,4.0,A-
201601,236,BIO,MATH,1220,,3.0,B+
201601,236,BIO,BIOL,4916,,2.0,A
201601,236,BIO,BIOL,4240,,4.0,A
201601,227,SOC,EPY,2050,,3.0,F
201601,227,SOC,CRJU,3310,,3.0,F
201601,229,PSY,PSYC,4620,,3.0,A-
201601,229,PSY,PSYC,4030,,3.0,B
201601,232,PSY,CHEM,1212,K,4.0,D
201601,232,PSY,PSYC,4100,,3.0,B-
201601,232,PSY,BIOL,2107,K,4.0,D
201601,238,FMM,JAPN,3002,,3.0,B+
201601,238,FMM,AH,1700,,3.0,B+
201601,238,FMM,SCOM,2050,,3.0,B
201601,238,FMM,ENGL,4204,,3.0,A
201601,337,PSY,CPS,3200,,3.0,A
201601,337,PSY,CHEM,3100,,2.0,B-
201601,337,PSY,CHEM,2400,,4.0,C+
201601,334,BIO,BIOL,4460,,4.0,W
201601,334,BIO,BIOL,3440,,3.0,C-
201601,334,BIO,CHEM,3410,,4.0,F
201601,332,BIO,BIOL,4905,,2.0,B+
201601,332,BIO,KH,3150,,3.0,A-
201601,333,EXS,KH,4750,,1.0,S
201601,333,EXS,KH,4760,,5.0,U
201601,350,ALG,AL,4141,,3.0,A
201601,350,ALG,FREN,3023,,3.0,W
201601,350,ALG,AL,4011,,3.0,B
201601,350,ALG,AL,4111,,3.0,A-
201601,346,EXS,KH,2220,,3.0,B-
201601,344,CSC,PSYC,2103,,3.0,B
201601,344,CSC,PSYC,3140,,3.0,B
201601,349,CHM,CHEM,3110,,2.0,B
201601,349,CHM,BIOL,3900,,3.0,B
201601,349,CHM,BIOL,3810,,3.0,A
201601,349,CHM,CHEM,3410,,4.0,A-
201601,276,CHM,CHEM,4610,,3.0,A+
201601,276,CHM,CHEM,4000,,3.0,A+
201601,276,CHM,CHEM,4160,,3.0,A+
201601,276,CHM,CHEM,4630,,3.0,A
201601,281,PSY,PSYC,4020,,3.0,A-
201601,281,PSY,PSYC,4400,,3.0,A-
201601,281,PSY,BIOL,2300,,3.0,B-
201601,281,PSY,PSYC,3530,,4.0,C
201601,271,BIO,BIOL,4694,,4.0,A-
201601,271,BIO,MATH,2202,,4.0,A+
201601,271,BIO,BIOL,4484,,4.0,B
201601,271,BIO,BIOL,4458,,4.0,B+
201601,273,POL,MK,4200,,3.0,B+
201601,273,POL,MK,4600,,3.0,B-
201601,273,POL,MK,4340,,3.0,A-
201601,273,POL,POLS,3145,,3.0,A-
201601,273,POL,MK,4300,,3.0,C+
201601,270,PSY,PSYC,3140,,3.0,B-
201601,270,PSY,SPAN,1001,,3.0,B+
201601,270,PSY,PSYC,4040,,3.0,B
201601,270,PSY,PSYC,4160,,3.0,B-
201601,278,CHM,CHEM,4170,,4.0,A
201601,278,CHM,CHEM,4450,,3.0,A+
201601,278,CHM,CHEM,4050,,2.0,A
201601,282,AAS,SOCI,1160,,3.0,F
201601,282,AAS,AAS,2010,,3.0,C-
201601,282,AAS,AAS,3010,,3.0,C+
201601,282,AAS,AAS,3120,,3.0,B-
201601,294,IDS,HA,3950,,3.0,B
201601,294,IDS,HA,3970,,3.0,A
201601,294,IDS,CIS,3730,,3.0,A-
201601,294,IDS,SNHP,3105,,3.0,A
201601,193,CHM,CHEM,4630,,3.0,B+
201601,193,CHM,BIOL,3880,,3.0,B+
201601,193,CHM,CHEM,4170,,4.0,A+
201601,203,CHM,ECON,2105,,3.0,A
201601,203,CHM,SCOM,1000,,2.0,A
201601,203,CHM,MATH,1111,,3.0,A
201601,203,CHM,MATH,999,,2.0,A-%
201601,203,CHM,PHIL,1010,,2.0,A-
201601,187,CHM,CHEM,4950,,4.0,A
201601,187,CHM,CHEM,4120,,3.0,B+
201601,187,CHM,CHEM,3110,,2.0,B+
201601,187,CHM,HIST,4450,,4.0,B
201601,188,ENG,ENGL,3870,,3.0,A
201601,188,ENG,PHYS,1112,K,4.0,A+
201601,188,ENG,SPAN,2001,,3.0,A
201601,188,ENG,ENGL,3140,,3.0,B+
201601,196,CHM,CHEM,3110,,2.0,A
201601,196,CHM,CHEM,4600,,5.0,B
201601,196,CHM,BIOL,3800,,3.0,B+
201601,196,CHM,CHEM,2950,,2.0,A+
201601,197,BIO,BIOL,4960,,1.0,S
201601,197,BIO,BIOL,3910,,1.0,A
201601,197,BIO,BIOL,4428,,4.0,A
201601,197,BIO,BIOL,4500,,4.0,A
201601,197,BIO,CHEM,4610,,3.0,A
201601,201,PSY,SPAN,3310,,3.0,A
201601,201,PSY,HIST,3540,,4.0,A
201601,181,PSY,PSYC,4620,,3.0,A
201601,181,PSY,PSYC,4800,,3.0,A
201601,181,PSY,PSYC,4510,,3.0,W
201601,181,PSY,CRJU,2200,,3.0,C
201601,181,PSY,ECON,2100,,3.0,B-
201601,183,CHM,CHEM,4160,,3.0,A+
201601,183,CHM,CHEM,4630,,3.0,A-
201601,183,CHM,CHEM,4010,,3.0,B+
201601,183,CHM,MATH,1070,,3.0,A
201601,175,PSY,ECE,3550,,3.0,B-
201601,175,PSY,EPY,3010,,3.0,A
201601,175,PSY,EPY,4360,,3.0,A
201601,175,PSY,EDUC,2152,,3.0,A-
201601,252,BIO,ACCT,2101,,3.0,C
201601,252,BIO,ECON,2106,,3.0,C-
201601,252,BIO,CIS,2010,,3.0,C-
201601,248,BIO,BIOL,3900,,3.0,B+
201601,248,BIO,CHEM,2400,,4.0,I
