student_ID,demographics_term,semester_number,term_earliest,academic_year,major_term,major_term_earliest,major_graduation,graduation_level,graduation_status,graduation_date,graduation_date_bachelors,student_level,transfer_hours_term,flag_transfer,max_course_term,major_term_name
179,201905,5,201108,2019,AC,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,1,202108,Other
179,201908,6,201108,2020,AC,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,1,202108,Other
179,202001,7,201108,2020,AC,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,1,202108,Other
179,202005,8,201108,2020,AC,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,1,202108,Other
179,202008,9,201108,2021,AC,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,1,202108,Other
179,202101,10,201108,2021,AC,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,1,202108,Other
179,202105,11,201108,2021,AC,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,1,202108,Other
179,202108,12,201108,2022,AC,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,1,202108,Other
180,201208,1,201208,2013,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,6.0,1,201608,Biology
180,201301,2,201208,2013,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,6.0,1,201608,Biology
180,201308,3,201208,2014,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,6.0,1,201608,Biology
180,201608,4,201208,2017,0000,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,6.0,1,201608,Other
181,201305,1,201305,2013,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,65.0,1,201605,Psychology
181,201308,2,201305,2014,NUR,PSY,"('PSY',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,65.0,1,201605,Other
181,201401,3,201305,2014,NUR,PSY,"('PSY',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,65.0,1,201605,Other
181,201408,4,201305,2015,NUR,PSY,"('PSY',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,65.0,1,201605,Other
181,201501,5,201305,2015,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,65.0,1,201605,Psychology
181,201505,6,201305,2015,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,65.0,1,201605,Psychology
181,201508,7,201305,2016,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,65.0,1,201605,Psychology
181,201601,8,201305,2016,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,65.0,1,201605,Psychology
181,201605,9,201305,2016,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,59.0,1,201605,Psychology
182,201208,1,201208,2013,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,30.0,1,201408,Chemistry
182,201305,2,201208,2013,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,30.0,1,201408,Chemistry
182,201308,3,201208,2014,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,30.0,1,201408,Chemistry
182,201401,4,201208,2014,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,30.0,1,201408,Chemistry
182,201408,5,201208,2015,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,30.0,1,201408,Chemistry
183,201208,1,201208,2013,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,,0,201605,Chemistry
183,201301,2,201208,2013,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,,0,201605,Chemistry
183,201308,3,201208,2014,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,,0,201605,Chemistry
183,201401,4,201208,2014,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,,0,201605,Chemistry
183,201405,5,201208,2014,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,,0,201605,Chemistry
183,201408,6,201208,2015,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,,0,201605,Chemistry
183,201501,7,201208,2015,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,,0,201605,Chemistry
183,201505,8,201208,2015,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,,0,201605,Chemistry
183,201508,9,201208,2016,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,,0,201605,Chemistry
183,201601,10,201208,2016,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,,0,201605,Chemistry
183,201605,11,201208,2016,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,,0,201605,Chemistry
184,201108,1,201108,2012,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,68.0,1,201308,Biology
184,201201,2,201108,2012,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,68.0,1,201308,Biology
184,201208,3,201108,2013,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,68.0,1,201308,Biology
184,201301,4,201108,2013,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,68.0,1,201308,Biology
184,201305,5,201108,2013,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,68.0,1,201308,Biology
184,201308,6,201108,2014,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,68.0,1,201308,Biology
185,201108,1,201108,2012,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,68.0,1,201308,Biology
185,201201,2,201108,2012,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,68.0,1,201308,Biology
185,201208,3,201108,2013,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,68.0,1,201308,Biology
185,201301,4,201108,2013,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,68.0,1,201308,Biology
185,201308,5,201108,2014,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,68.0,1,201308,Biology
186,201108,1,201108,2012,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,66.0,1,201308,Psychology
186,201201,2,201108,2012,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,66.0,1,201308,Psychology
186,201205,3,201108,2012,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,66.0,1,201308,Psychology
186,201208,4,201108,2013,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,66.0,1,201308,Psychology
186,201301,5,201108,2013,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,66.0,1,201308,Psychology
186,201308,6,201108,2014,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,66.0,1,201308,Psychology
187,201308,1,201308,2014,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,53.0,1,201605,Chemistry
187,201401,2,201308,2014,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,53.0,1,201605,Chemistry
187,201408,3,201308,2015,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,53.0,1,201605,Chemistry
187,201501,4,201308,2015,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,53.0,1,201605,Chemistry
187,201508,5,201308,2016,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,53.0,1,201605,Chemistry
187,201601,6,201308,2016,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,53.0,1,201605,Chemistry
187,201605,7,201308,2016,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('8/9/2016',)",2016-08-09,US,53.0,1,201605,Chemistry
188,201308,1,201308,2014,BIO,BIO,"('ENG',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,36.0,1,201708,Biology
188,201401,2,201308,2014,BIO,BIO,"('ENG',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,36.0,1,201708,Biology
188,201408,3,201308,2015,BIO,BIO,"('ENG',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,36.0,1,201708,Biology
188,201501,4,201308,2015,ENG,BIO,"('ENG',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,36.0,1,201708,Other
188,201505,5,201308,2015,ENG,BIO,"('ENG',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,36.0,1,201708,Other
188,201508,6,201308,2016,ENG,BIO,"('ENG',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,36.0,1,201708,Other
188,201601,7,201308,2016,ENG,BIO,"('ENG',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,36.0,1,201708,Other
188,201608,8,201308,2017,ENG,BIO,"('ENG',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,36.0,1,201708,Other
188,201701,9,201308,2017,ENG,BIO,"('ENG',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,36.0,1,201708,Other
188,201705,10,201308,2017,ENG,BIO,"('ENG',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,36.0,1,201708,Other
188,201708,11,201308,2018,ENG,BIO,"('ENG',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,36.0,1,201708,Other
189,201201,1,201201,2012,CHM,CHM,"('SPA',)","('B',)","('Awarded',)","('1/9/2015',)",2015-01-09,US,45.0,1,201401,Chemistry
189,201205,2,201201,2012,SPA,CHM,"('SPA',)","('B',)","('Awarded',)","('1/9/2015',)",2015-01-09,US,45.0,1,201401,Other
189,201208,3,201201,2013,SPA,CHM,"('SPA',)","('B',)","('Awarded',)","('1/9/2015',)",2015-01-09,US,45.0,1,201401,Other
189,201301,4,201201,2013,SPA,CHM,"('SPA',)","('B',)","('Awarded',)","('1/9/2015',)",2015-01-09,US,45.0,1,201401,Other
189,201305,5,201201,2013,SPA,CHM,"('SPA',)","('B',)","('Awarded',)","('1/9/2015',)",2015-01-09,US,45.0,1,201401,Other
189,201308,6,201201,2014,SPA,CHM,"('SPA',)","('B',)","('Awarded',)","('1/9/2015',)",2015-01-09,US,45.0,1,201401,Other
189,201401,7,201201,2014,SPA,CHM,"('SPA',)","('B',)","('Awarded',)","('1/9/2015',)",2015-01-09,US,45.0,1,201401,Other
190,201401,1,201401,2014,PSY,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,106.0,1,201405,Psychology
190,201405,2,201401,2014,PSY,PSY,"(nan,)","(nan,)","(nan,)","(nan,)",,US,121.0,1,201405,Psychology
191,201308,1,201308,2014,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('5/15/2015',)",2015-05-15,US,74.0,1,201501,Chemistry
191,201401,2,201308,2014,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('5/15/2015',)",2015-05-15,US,74.0,1,201501,Chemistry
191,201405,3,201308,2014,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('5/15/2015',)",2015-05-15,US,74.0,1,201501,Chemistry
191,201408,4,201308,2015,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('5/15/2015',)",2015-05-15,US,74.0,1,201501,Chemistry
191,201501,5,201308,2015,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('5/15/2015',)",2015-05-15,US,77.0,1,201501,Chemistry
192,201108,1,201105,2012,CHM,CHM,"('BUE', 'ACY')","('B', 'M')","('Awarded', 'Awarded')","('8/13/2013', '8/12/2014')",2013-08-13,US,88.98,1,201305,Chemistry
192,201201,2,201105,2012,CHM,CHM,"('BUE', 'ACY')","('B', 'M')","('Awarded', 'Awarded')","('8/13/2013', '8/12/2014')",2013-08-13,US,88.98,1,201305,Chemistry
192,201205,3,201105,2012,BUE,CHM,"('BUE', 'ACY')","('B', 'M')","('Awarded', 'Awarded')","('8/13/2013', '8/12/2014')",2013-08-13,US,88.98,1,201305,Other
192,201208,4,201105,2013,BUE,CHM,"('BUE', 'ACY')","('B', 'M')","('Awarded', 'Awarded')","('8/13/2013', '8/12/2014')",2013-08-13,US,88.98,1,201305,Other
192,201301,5,201105,2013,BUE,CHM,"('BUE', 'ACY')","('B', 'M')","('Awarded', 'Awarded')","('8/13/2013', '8/12/2014')",2013-08-13,US,88.98,1,201305,Other
192,201305,6,201105,2013,BUE,CHM,"('BUE', 'ACY')","('B', 'M')","('Awarded', 'Awarded')","('8/13/2013', '8/12/2014')",2013-08-13,US,88.98,1,201305,Other
193,201208,1,201208,2013,CHM,CHM,"('CHM', 'CHM')","('B', 'M')","('Awarded', 'Awarded')","('5/13/2016', '1/5/2018')",2016-05-13,US,23.0,1,201601,Chemistry
193,201301,2,201208,2013,CHM,CHM,"('CHM', 'CHM')","('B', 'M')","('Awarded', 'Awarded')","('5/13/2016', '1/5/2018')",2016-05-13,US,23.0,1,201601,Chemistry
193,201305,3,201208,2013,CHM,CHM,"('CHM', 'CHM')","('B', 'M')","('Awarded', 'Awarded')","('5/13/2016', '1/5/2018')",2016-05-13,US,23.0,1,201601,Chemistry
193,201308,4,201208,2014,CHM,CHM,"('CHM', 'CHM')","('B', 'M')","('Awarded', 'Awarded')","('5/13/2016', '1/5/2018')",2016-05-13,US,23.0,1,201601,Chemistry
193,201401,5,201208,2014,CHM,CHM,"('CHM', 'CHM')","('B', 'M')","('Awarded', 'Awarded')","('5/13/2016', '1/5/2018')",2016-05-13,US,23.0,1,201601,Chemistry
193,201405,6,201208,2014,CHM,CHM,"('CHM', 'CHM')","('B', 'M')","('Awarded', 'Awarded')","('5/13/2016', '1/5/2018')",2016-05-13,US,23.0,1,201601,Chemistry
193,201408,7,201208,2015,CHM,CHM,"('CHM', 'CHM')","('B', 'M')","('Awarded', 'Awarded')","('5/13/2016', '1/5/2018')",2016-05-13,US,23.0,1,201601,Chemistry
193,201501,8,201208,2015,CHM,CHM,"('CHM', 'CHM')","('B', 'M')","('Awarded', 'Awarded')","('5/13/2016', '1/5/2018')",2016-05-13,US,23.0,1,201601,Chemistry
193,201505,9,201208,2015,CHM,CHM,"('CHM', 'CHM')","('B', 'M')","('Awarded', 'Awarded')","('5/13/2016', '1/5/2018')",2016-05-13,US,23.0,1,201601,Chemistry
193,201508,10,201208,2016,CHM,CHM,"('CHM', 'CHM')","('B', 'M')","('Awarded', 'Awarded')","('5/13/2016', '1/5/2018')",2016-05-13,US,23.0,1,201601,Chemistry
193,201601,11,201208,2016,CHM,CHM,"('CHM', 'CHM')","('B', 'M')","('Awarded', 'Awarded')","('5/13/2016', '1/5/2018')",2016-05-13,US,23.0,1,201601,Chemistry
194,201108,1,201105,2012,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,71.0,1,201308,Psychology
194,201201,2,201105,2012,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,71.0,1,201308,Psychology
194,201208,3,201105,2013,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,71.0,1,201308,Psychology
194,201301,4,201105,2013,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,71.0,1,201308,Psychology
194,201308,5,201105,2014,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,71.0,1,201308,Psychology
195,201108,1,201108,2012,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/15/2015',)",2015-05-15,US,67.0,1,201501,Psychology
195,201201,2,201108,2012,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/15/2015',)",2015-05-15,US,67.0,1,201501,Psychology
195,201208,3,201108,2013,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/15/2015',)",2015-05-15,US,67.0,1,201501,Psychology
195,201301,4,201108,2013,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/15/2015',)",2015-05-15,US,67.0,1,201501,Psychology
195,201308,5,201108,2014,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/15/2015',)",2015-05-15,US,67.0,1,201501,Psychology
195,201401,6,201108,2014,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/15/2015',)",2015-05-15,US,67.0,1,201501,Psychology
195,201408,7,201108,2015,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/15/2015',)",2015-05-15,US,67.0,1,201501,Psychology
195,201501,8,201108,2015,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('5/15/2015',)",2015-05-15,US,67.0,1,201501,Psychology
196,201308,1,201308,2014,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,52.0,1,201708,Chemistry
196,201401,2,201308,2014,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,52.0,1,201708,Chemistry
196,201405,3,201308,2014,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,52.0,1,201708,Chemistry
196,201408,4,201308,2015,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,52.0,1,201708,Chemistry
196,201501,5,201308,2015,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,52.0,1,201708,Chemistry
196,201508,6,201308,2016,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,52.0,1,201708,Chemistry
196,201601,7,201308,2016,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,52.0,1,201708,Chemistry
196,201608,8,201308,2017,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,52.0,1,201708,Chemistry
196,201701,9,201308,2017,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,52.0,1,201708,Chemistry
196,201708,10,201308,2018,CHM,CHM,"('CHM',)","('B',)","('Awarded',)","('1/5/2018',)",2018-01-05,US,52.0,1,201708,Chemistry
197,201301,1,201301,2013,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,29.0,1,201701,Biology
197,201305,2,201301,2013,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,29.0,1,201701,Biology
197,201308,3,201301,2014,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,29.0,1,201701,Biology
197,201401,4,201301,2014,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,29.0,1,201701,Biology
197,201408,5,201301,2015,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,29.0,1,201701,Biology
197,201501,6,201301,2015,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,29.0,1,201701,Biology
197,201505,7,201301,2015,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,29.0,1,201701,Biology
197,201508,8,201301,2016,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,29.0,1,201701,Biology
197,201601,9,201301,2016,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,29.0,1,201701,Biology
197,201608,10,201301,2017,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,29.0,1,201701,Biology
197,201701,11,201301,2017,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,29.0,1,201701,Biology
198,201208,1,201208,2013,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('8/12/2014',)",2014-08-12,US,79.0,1,201405,Psychology
198,201301,2,201208,2013,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('8/12/2014',)",2014-08-12,US,79.0,1,201405,Psychology
198,201308,3,201208,2014,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('8/12/2014',)",2014-08-12,US,79.0,1,201405,Psychology
198,201401,4,201208,2014,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('8/12/2014',)",2014-08-12,US,79.0,1,201405,Psychology
198,201405,5,201208,2014,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('8/12/2014',)",2014-08-12,US,79.0,1,201405,Psychology
199,201108,1,201108,2012,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,4.0,1,201108,Chemistry
200,201108,1,201108,2012,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,59.0,1,201308,Psychology
200,201201,2,201108,2012,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,59.0,1,201308,Psychology
200,201208,3,201108,2013,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,59.0,1,201308,Psychology
200,201301,4,201108,2013,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,59.0,1,201308,Psychology
200,201308,5,201108,2014,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/10/2014',)",2014-01-10,US,59.0,1,201308,Psychology
201,201308,1,201308,2014,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,53.0,1,201608,Psychology
201,201401,2,201308,2014,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,53.0,1,201608,Psychology
201,201405,3,201308,2014,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,53.0,1,201608,Psychology
201,201408,4,201308,2015,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,53.0,1,201608,Psychology
201,201501,5,201308,2015,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,53.0,1,201608,Psychology
201,201508,6,201308,2016,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,53.0,1,201608,Psychology
201,201601,7,201308,2016,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,53.0,1,201608,Psychology
201,201608,8,201308,2017,PSY,PSY,"('PSY',)","('B',)","('Awarded',)","('1/6/2017',)",2017-01-06,US,59.0,1,201608,Psychology
202,201608,1,201608,2017,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,33.0,1,201608,Chemistry
203,201108,1,201108,2012,CHM,CHM,"('CSC',)","('B',)","('Awarded',)","('5/11/2018',)",2018-05-11,US,,0,201801,Chemistry
203,201201,2,201108,2012,CHM,CHM,"('CSC',)","('B',)","('Awarded',)","('5/11/2018',)",2018-05-11,US,,0,201801,Chemistry
203,201408,3,201108,2015,CHM,CHM,"('CSC',)","('B',)","('Awarded',)","('5/11/2018',)",2018-05-11,US,,0,201801,Chemistry
203,201501,4,201108,2015,CHM,CHM,"('CSC',)","('B',)","('Awarded',)","('5/11/2018',)",2018-05-11,US,,0,201801,Chemistry
203,201508,5,201108,2016,CHM,CHM,"('CSC',)","('B',)","('Awarded',)","('5/11/2018',)",2018-05-11,US,,0,201801,Chemistry
203,201601,6,201108,2016,CHM,CHM,"('CSC',)","('B',)","('Awarded',)","('5/11/2018',)",2018-05-11,US,,0,201801,Chemistry
203,201605,7,201108,2016,CSC,CHM,"('CSC',)","('B',)","('Awarded',)","('5/11/2018',)",2018-05-11,US,,0,201801,Computer Science
203,201608,8,201108,2017,CSC,CHM,"('CSC',)","('B',)","('Awarded',)","('5/11/2018',)",2018-05-11,US,,0,201801,Computer Science
203,201701,9,201108,2017,CSC,CHM,"('CSC',)","('B',)","('Awarded',)","('5/11/2018',)",2018-05-11,US,,0,201801,Computer Science
203,201705,10,201108,2017,CSC,CHM,"('CSC',)","('B',)","('Awarded',)","('5/11/2018',)",2018-05-11,US,,0,201801,Computer Science
203,201708,11,201108,2018,CSC,CHM,"('CSC',)","('B',)","('Awarded',)","('5/11/2018',)",2018-05-11,US,,0,201801,Computer Science
203,201801,12,201108,2018,CSC,CHM,"('CSC',)","('B',)","('Awarded',)","('5/11/2018',)",2018-05-11,US,,0,201801,Computer Science
204,201108,1,201108,2012,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,201405,Biology
204,201201,2,201108,2012,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,201405,Biology
204,201205,3,201108,2012,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,201405,Biology
204,201208,4,201108,2013,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,201405,Biology
204,201308,5,201108,2014,BIO,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,201405,Biology
204,201401,6,201108,2014,ENG,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,201405,Other
204,201405,7,201108,2014,ENG,BIO,"(nan,)","(nan,)","(nan,)","(nan,)",,US,,0,201405,Other
205,201208,1,201208,2013,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/11/2015',)",2015-08-11,US,30.0,1,201505,Biology
205,201301,2,201208,2013,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/11/2015',)",2015-08-11,US,30.0,1,201505,Biology
205,201305,3,201208,2013,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/11/2015',)",2015-08-11,US,30.0,1,201505,Biology
205,201308,4,201208,2014,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/11/2015',)",2015-08-11,US,30.0,1,201505,Biology
205,201401,5,201208,2014,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/11/2015',)",2015-08-11,US,30.0,1,201505,Biology
205,201405,6,201208,2014,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/11/2015',)",2015-08-11,US,30.0,1,201505,Biology
205,201408,7,201208,2015,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/11/2015',)",2015-08-11,US,30.0,1,201505,Biology
205,201501,8,201208,2015,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/11/2015',)",2015-08-11,US,30.0,1,201505,Biology
205,201505,9,201208,2015,BIO,BIO,"('BIO',)","('B',)","('Awarded',)","('8/11/2015',)",2015-08-11,US,30.0,1,201505,Biology
206,201208,1,201208,2013,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,24.0,1,201401,Chemistry
206,201301,2,201208,2013,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,24.0,1,201401,Chemistry
206,201401,3,201208,2014,CHM,CHM,"(nan,)","(nan,)","(nan,)","(nan,)",,US,24.0,1,201401,Chemistry
