,demographics_term,student_ID,course_prefix,course_number,course_suffix,course_credits,course_grade_letter,demographics_race,demographics_sex,major_term,term_earliest,major_term_earliest
344,201601,328,CHEM,1211,K,4.0,A-,B,F,BIO,201108.0,BIO
345,201601,329,CHEM,1211,K,4.0,A+,B,F,BIO,201108.0,BIO
346,201601,330,CHEM,1211,K,4.0,B,B,F,BIO,201108.0,BIO
347,201601,331,CHEM,1211,K,4.0,C+,W,F,BIO,201108.0,BIO
348,201601,332,CHEM,1212,K,4.0,B,W,F,0000,201201.0,0000
349,201601,333,CHEM,1212,K,4.0,A-,I,F,BIO,201108.0,BIO
350,201601,334,CHEM,1212,K,4.0,C-,B,M,MK,201108.0,MK
351,201601,40,CHEM,1212,K,4.0,A-,W,F,BIO,201108.0,BIO
352,201601,335,CHEM,1212,K,4.0,B,W,M,BIO,201108.0,BIO
353,201601,335,CHEM,2400,,4.0,B+,W,M,BIO,201108.0,BIO
354,201601,336,CHEM,1212,K,4.0,B,Z,F,BIO,201108.0,BIO
355,201601,337,CHEM,1211,K,4.0,C+,W,M,PSY,201108.0,ENG
356,201601,338,CHEM,1211,K,4.0,F,B,F,BIO,201108.0,BIO
357,201601,339,CHEM,1211,K,4.0,F,B,F,0000,201108.0,0000
358,201601,340,CHEM,1212,K,4.0,C-,W,F,NUR,201108.0,NUR
359,201601,45,CHEM,1212,K,4.0,A,B,F,BIO,201108.0,BIO
360,201601,341,CHEM,1211,K,4.0,C,Z,M,BUE,201108.0,BUE
361,201601,342,CHEM,1212,K,4.0,C+,Z,F,BIO,201108.0,BIO
362,201601,343,CHEM,1211,K,4.0,F,,F,BIO,201108.0,BIO
363,201601,47,CHEM,1212,K,4.0,C,B,F,CHM,201108.0,CHM
364,201601,344,CHEM,1212,K,4.0,B-,B,M,EXS,201108.0,EXS
365,201601,345,CHEM,1211,K,4.0,C,,M,BIO,201108.0,BIO
366,201601,346,CHEM,1212,K,4.0,I,B,F,BIO,201108.0,BIO
367,201601,347,CHEM,1211,K,4.0,A+,Z,F,BIO,201108.0,BIO
368,201601,48,CHEM,1212,K,4.0,B-,Z,M,0000,201108.0,0000
369,201601,348,CHEM,1211,K,4.0,C,B,F,BIO,201108.0,BIO
370,201601,349,CHEM,1211,K,4.0,C,W,M,PSY,201108.0,PSY
371,201601,51,CHEM,1212,K,4.0,B,W,M,BIO,201108.0,BIO
372,201601,350,CHEM,1211,K,4.0,C-,B,F,CHM,201108.0,CHM
373,201601,52,CHEM,1212,K,4.0,A,Z,F,BIO,201108.0,BIO
374,201601,54,CHEM,1212,K,4.0,B,B,F,BIO,201108.0,BIO
375,201601,351,CHEM,1211,K,4.0,C+,B,F,BIO,201108.0,BIO
376,201601,352,CHEM,1212,K,4.0,B,B,F,BIO,201108.0,0000
377,201601,353,CHEM,1211,K,4.0,A,Z,M,0000,201108.0,0000
378,201601,58,CHEM,1212,K,4.0,W,W,M,BIO,201108.0,BIO
379,201601,354,CHEM,1211,K,4.0,C+,Z,M,BIO,201108.0,BIO
380,201601,355,CHEM,1212,K,4.0,A-,B,M,CHM,201108.0,PSY
381,201601,356,CHEM,1212,K,4.0,C+,B,M,CHM,201108.0,CHM
382,201601,59,CHEM,1212,K,4.0,B-,B,F,0000,201108.0,0000
383,201601,357,CHEM,1211,K,4.0,F,Z,M,BIO,201108.0,BIO
384,201601,60,CHEM,1212,K,4.0,A-,Z,F,BIO,201108.0,BIO
385,201601,61,CHEM,1212,K,4.0,A,Z,F,BIO,201108.0,BIO
386,201601,358,CHEM,1211,K,4.0,B-,B,F,PSY,201108.0,PSY
387,201601,359,CHEM,1211,K,4.0,C+,Z,M,BIO,201108.0,BIO
388,201601,62,CHEM,1212,K,4.0,A-,W,F,BIO,201108.0,BIO
389,201601,63,CHEM,1212,K,4.0,C,B,M,BIO,201108.0,BIO
390,201601,360,CHEM,1211,K,4.0,C,B,F,BIO,201108.0,EXS
391,201601,64,CHEM,1212,K,4.0,C,BW,F,CHM,201108.0,CHM
392,201601,65,CHEM,1212,K,4.0,B-,B,M,BIO,201108.0,BIO
393,201601,361,CHEM,1211,K,4.0,B-,B,F,BIO,201108.0,BIO
394,201601,362,CHEM,1211,K,4.0,W,Z,M,0000,201108.0,0000
395,201601,363,CHEM,1211,K,4.0,A,B,F,BIO,201108.0,BIO
396,201601,364,CHEM,1211,K,4.0,A-,,M,BIO,201108.0,BIO
397,201601,365,CHEM,1211,K,4.0,W,W,F,PSY,201108.0,PSY
398,201601,366,CHEM,1211,K,4.0,B,B,F,BIO,201108.0,BIO
399,201601,367,CHEM,1211,K,4.0,B-,B,F,NUR,201108.0,NUR
400,201601,67,CHEM,1212,K,4.0,A,B,F,BIO,201108.0,BIO
401,201601,68,CHEM,1212,K,4.0,B-,B,M,BIO,201108.0,BIO
402,201601,368,CHEM,1211,K,4.0,C-,W,F,0000,201108.0,0000
403,201601,69,CHEM,1212,K,4.0,A-,B,F,BIO,201108.0,BIO
404,201601,70,CHEM,1212,K,4.0,A,Z,M,CHM,201108.0,CHM
405,201601,369,CHEM,1211,K,4.0,B,B,F,BIO,201108.0,BIO
406,201601,71,CHEM,1212,K,4.0,A-,B,F,BIO,201108.0,BIO
407,201601,370,CHEM,1211,K,4.0,B-,B,F,BIO,201108.0,BIO
408,201601,371,CHEM,1211,K,4.0,B,W,F,PSY,201108.0,PSY
409,201601,372,CHEM,1211,K,4.0,A,B,F,CHM,201108.0,CHM
410,201601,73,CHEM,1212,K,4.0,C+,B,M,BIO,201108.0,BIO
411,201601,75,CHEM,1212,K,4.0,W,B,F,BIO,201108.0,BIO
412,201601,373,CHEM,1211,K,4.0,B,B,F,BIO,201108.0,BIO
413,201601,77,CHEM,2400,,4.0,A+,W,M,BIO,201108.0,BIO
414,201601,78,CHEM,1212,K,4.0,B-,W,F,CHM,201108.0,CHM
415,201601,374,CHEM,1211,K,4.0,C+,B,M,0000,201108.0,0000
416,201601,375,CHEM,1212,K,4.0,B,W,M,CHM,201201.0,CHM
417,201601,376,CHEM,1211,K,4.0,A-,B,M,BIO,201108.0,BIO
418,201601,377,CHEM,1212,K,4.0,W,W,F,MK,201108.0,MK
419,201601,81,CHEM,1212,K,4.0,C-,W,M,0000,201108.0,0000
420,201601,378,CHEM,1211,K,4.0,B-,B,F,BIO,201108.0,BIO
421,201601,83,CHEM,1212,K,4.0,A+,W,M,PHY,201108.0,EC
422,201601,379,CHEM,1211,K,4.0,A,W,F,BIO,201108.0,BIO
423,201601,380,CHEM,1211,K,4.0,B,B,F,CHM,201108.0,BIO
424,201601,84,CHEM,1212,K,4.0,A-,B,M,BIO,201108.0,BIO
425,201601,85,CHEM,1212,K,4.0,A,Z,F,BIO,201108.0,BIO
426,201601,381,CHEM,1211,K,4.0,C-,W,F,BIO,201108.0,BIO
427,201601,86,CHEM,1212,K,4.0,W,B,F,BIO,201108.0,BIO
428,201601,87,CHEM,1212,K,4.0,F,B,F,PSY,201108.0,PSY
429,201601,88,CHEM,1212,K,4.0,F,B,M,POL,201108.0,CHM
430,201601,382,CHEM,1211,K,4.0,B+,Z,M,PSY,201108.0,PSY
431,201601,383,CHEM,1211,K,4.0,W,W,F,BIO,201108.0,BIO
432,201601,384,CHEM,1211,K,4.0,C+,B,F,BIO,201108.0,0000
433,201601,385,CHEM,1211,K,4.0,B-,W,F,BIO,201108.0,BIO
434,201601,386,CHEM,1211,K,4.0,A,Z,F,BIO,201108.0,BIO
435,201601,387,CHEM,1211,K,4.0,F,W,M,0000,201108.0,0000
436,201601,91,CHEM,1212,K,4.0,B,W,M,BIO,201108.0,BIO
437,201601,94,CHEM,1212,K,4.0,A-,Z,M,CHM,201108.0,CHM
438,201601,95,CHEM,1212,K,4.0,A+,Z,M,0000,201108.0,0000
439,201601,96,CHEM,1212,K,4.0,A,Z,F,BIO,201108.0,BIO
440,201601,388,CHEM,1211,K,4.0,C,B,F,BIO,201108.0,BIO
441,201601,98,CHEM,1212,K,4.0,A,W,M,BIO,201108.0,BIO
442,201601,389,CHEM,1211,K,4.0,A-,Z,M,EXS,201108.0,EXS
443,201601,100,CHEM,1212,K,4.0,C+,Z,M,BIO,201108.0,BIO
444,201601,390,CHEM,1211,K,4.0,C+,B,M,BIO,201108.0,BIO
445,201601,101,CHEM,1212,K,4.0,B,W,M,PHY,201108.0,PHY
446,201601,102,CHEM,1212,K,4.0,A+,Z,M,0000,201108.0,0000
447,201601,103,CHEM,2400,,4.0,A,B,F,CHM,201108.0,CHM
448,201601,391,CHEM,1211,K,4.0,W,W,F,BIO,201108.0,IEML
449,201601,104,CHEM,1212,K,4.0,A+,Z,M,BIO,201108.0,BIO
450,201601,105,CHEM,1212,K,4.0,A+,Z,M,BIO,201108.0,BIO
451,201601,392,CHEM,1211,K,4.0,B,Z,F,BIO,201108.0,BIO
452,201601,106,CHEM,1212,K,4.0,B+,W,F,BIO,201108.0,BIO
453,201601,393,CHEM,1211,K,4.0,B-,B,F,BIO,201108.0,BIO
454,201601,394,CHEM,1211,K,4.0,F,B,F,BIO,201108.0,BIO
455,201601,395,CHEM,1211,K,4.0,B-,Z,M,0000,201108.0,0000
456,201601,107,CHEM,1212,K,4.0,B+,Z,M,BIO,201108.0,BIO
457,201601,108,CHEM,1212,K,4.0,B+,W,M,BIO,201108.0,BIO
458,201601,396,CHEM,1211,K,4.0,A-,WZ,M,PHY,201108.0,PHY
459,201601,397,CHEM,1211,K,4.0,A,B,M,0000,201108.0,0000
460,201601,110,CHEM,1212,K,4.0,C-,Z,F,BIO,201108.0,BIO
461,201601,398,CHEM,1211,K,4.0,C+,Z,F,BIO,201108.0,BIO
462,201601,112,CHEM,1212,K,4.0,C,W,M,BIO,201108.0,BIO
463,201601,399,CHEM,1211,K,4.0,A,Z,F,BIO,201108.0,BIO
464,201601,113,CHEM,1212,K,4.0,B,W,F,BIO,201108.0,BIO
465,201601,400,CHEM,1211,K,4.0,A,B,F,BIO,201108.0,0000
466,201601,401,CHEM,1211,K,4.0,C,W,F,BIO,201108.0,BIO
467,201601,114,CHEM,1212,K,4.0,W,B,M,BIO,201108.0,BIO
468,201601,402,CHEM,1211,K,4.0,B,Z,F,PSY,201108.0,PSY
469,201601,403,CHEM,1211,K,4.0,B-,Z,M,BIO,201108.0,BIO
470,201601,116,CHEM,1212,K,4.0,A,W,F,BIO,201108.0,BIO
471,201601,404,CHEM,1211,K,4.0,C,B,F,BIO,201108.0,BIO
472,201601,405,CHEM,1211,K,4.0,A-,B,F,CHM,201108.0,CHM
473,201601,406,CHEM,1211,K,4.0,C+,BW,M,0000,201108.0,0000
474,201601,117,CHEM,1212,K,4.0,A-,Z,F,CHM,201108.0,CHM
475,201601,407,CHEM,1211,K,4.0,A-,B,F,BIO,201108.0,BIO
476,201601,408,CHEM,1211,K,4.0,C,B,F,PSY,201108.0,PSY
477,201601,409,CHEM,1211,K,4.0,I,Z,M,BIO,201108.0,BIO
478,201601,410,CHEM,1211,K,4.0,W,B,F,BIO,201108.0,BIO
479,201601,411,CHEM,1211,K,4.0,C-,W,M,0000,201108.0,0000
480,201601,118,CHEM,1212,K,4.0,A,Z,M,CHM,201108.0,CHM
481,201601,412,CHEM,1211,K,4.0,F,B,F,NUR,201108.0,NUR
482,201601,120,CHEM,1212,K,4.0,A+,W,F,BIO,201108.0,BIO
483,201601,413,CHEM,1211,K,4.0,B,B,F,BIO,201108.0,NUR
484,201601,414,CHEM,1211,K,4.0,A-,W,F,BIO,201108.0,BIO
485,201601,415,CHEM,1211,K,4.0,W,W,F,CHM,201108.0,CHM
486,201601,121,CHEM,1212,K,4.0,A+,Z,M,BIO,201108.0,BIO
487,201601,122,CHEM,1212,K,4.0,B-,Z,M,0000,201108.0,0000
488,201601,416,CHEM,1211,K,4.0,W,,F,EC,201108.0,CHM
489,201601,417,CHEM,1211,K,4.0,I,B,F,BIO,201108.0,BIO
490,201601,418,CHEM,1211,K,4.0,B,Z,F,BIO,201108.0,SPA
491,201601,127,CHEM,1212,K,4.0,B,B,M,BIO,201108.0,BIO
492,201601,128,CHEM,1212,K,4.0,W,Z,M,BIO,201108.0,BIO
493,201601,419,CHEM,1211,K,4.0,B-,B,F,EXS,201108.0,EXS
494,201601,130,CHEM,1212,K,4.0,A+,Z,M,BIO,201108.0,BIO
495,201601,420,CHEM,1211,K,4.0,B-,BI,F,CHM,201108.0,CHM
496,201601,421,CHEM,1211,K,4.0,C-,B,F,BIO,201108.0,BIO
497,201601,131,CHEM,1212,K,4.0,W,W,M,0000,201108.0,0000
498,201601,422,CHEM,1211,K,4.0,D,B,F,CHM,201108.0,CHM
499,201601,423,CHEM,1211,K,4.0,A-,Z,M,BIO,201108.0,BIO
500,201601,424,CHEM,1211,K,4.0,C-,B,F,CHM,201108.0,CHM
501,201601,132,CHEM,1212,K,4.0,W,Z,F,BIO,201108.0,BIO
502,201601,425,CHEM,1211,K,4.0,C,B,F,BIO,201108.0,BIO
503,201601,426,CHEM,1211,K,4.0,C+,W,M,HIS,201108.0,HIS
504,201601,134,CHEM,1212,K,4.0,A,Z,F,PSY,201108.0,PSY
505,201601,427,CHEM,1211,K,4.0,B,WZ,F,BIO,201108.0,BIO
506,201601,428,CHEM,1211,K,4.0,C+,Z,F,CHM,201108.0,CHM
507,201601,136,CHEM,1212,K,4.0,A-,Z,F,BIO,201108.0,BIO
508,201601,137,CHEM,1212,K,4.0,A+,W,F,CHM,201108.0,CHM
509,201601,138,CHEM,1212,K,4.0,A,B,F,CHM,201108.0,CHM
510,201601,429,CHEM,1211,K,4.0,B-,B,F,EXS,201108.0,EXS
511,201601,430,CHEM,1211,K,4.0,A-,B,F,CHM,201108.0,CHM
512,201601,139,CHEM,1212,K,4.0,A-,Z,F,BIO,201108.0,BIO
513,201601,140,CHEM,1212,K,4.0,C+,Z,F,BIO,201108.0,BIO
514,201601,141,CHEM,1212,K,4.0,C,,F,BIO,201108.0,IDS
515,201601,142,CHEM,1212,K,4.0,I,W,M,BIO,201108.0,BIO
516,201601,143,CHEM,1212,K,4.0,B,Z,F,CHM,201108.0,CHM
517,201601,144,CHEM,1212,K,4.0,B-,Z,F,CHM,201108.0,CHM
518,201601,145,CHEM,1212,K,4.0,B,W,F,BIO,201108.0,BIO
519,201601,431,CHEM,1211,K,4.0,B,W,M,FR,201108.0,FR
520,201601,148,CHEM,1212,K,4.0,B,B,M,BIO,201108.0,BIO
521,201601,432,CHEM,1211,K,4.0,A,B,F,EXS,201108.0,EXS
522,201601,433,CHEM,1211,K,4.0,A-,B,F,BIO,201108.0,BIO
523,201601,434,CHEM,1211,K,4.0,B+,Z,F,BIO,201108.0,BIO
524,201601,435,CHEM,1211,K,4.0,B,Z,F,BIO,201108.0,BIO
525,201601,436,CHEM,1211,K,4.0,B,B,F,BIO,201108.0,BIO
526,201601,437,CHEM,1211,K,4.0,W,B,F,BIO,201201.0,BIO
527,201601,150,CHEM,1212,K,4.0,B-,Z,F,CHM,201108.0,0000
528,201601,438,CHEM,1211,K,4.0,I,Z,M,BIO,201108.0,BIO
529,201601,439,CHEM,1211,K,4.0,C-,Z,M,EXS,201108.0,BIO
530,201601,440,CHEM,1211,K,4.0,B,B,F,NEUR,201108.0,PSY
531,201601,441,CHEM,1211,K,4.0,C,Z,F,BIO,201108.0,BIO
532,201601,442,CHEM,1211,K,4.0,C-,B,M,BIO,201108.0,BIO
533,201601,151,CHEM,1212,K,4.0,B-,,F,CHM,201108.0,CHM
534,201601,443,CHEM,1211,K,4.0,A-,W,M,BIO,201108.0,BIO
535,201601,152,CHEM,1212,K,4.0,B+,W,F,CHM,201108.0,CHM
536,201601,444,CHEM,1211,K,4.0,C-,B,M,0000,201108.0,0000
537,201601,445,CHEM,1211,K,4.0,C,B,F,BIO,201108.0,BIO
538,201601,153,CHEM,1212,K,4.0,C+,Z,F,BIO,201108.0,BIO
539,201601,446,CHEM,1211,K,4.0,C+,B,F,BIO,201108.0,BIO
540,201601,447,CHEM,1211,K,4.0,A,Z,M,PHY,201108.0,PHY
541,201601,448,CHEM,1211,K,4.0,C-,B,M,BIO,201108.0,NUR
542,201601,449,CHEM,1211,K,4.0,A-,Z,F,BIO,201108.0,BIO
543,201601,155,CHEM,1212,K,4.0,B,B,M,NUR,201108.0,NEUR
544,201601,450,CHEM,1212,K,4.0,F,W,M,BIO,201108.0,BIO
545,201601,156,CHEM,1212,K,4.0,F,B,M,CHM,201108.0,CHM
546,201601,451,CHEM,1211,K,4.0,B,IP,M,BIO,201108.0,BIO
547,201601,452,CHEM,1211,K,4.0,W,Z,M,BIO,201108.0,BIO
548,201601,453,CHEM,1211,K,4.0,A,W,M,BIO,201108.0,BIO
549,201601,454,CHEM,1211,K,4.0,B,Z,M,BIO,201108.0,BIO
550,201601,455,CHEM,1211,K,4.0,C,B,F,BIO,201108.0,BIO
551,201601,158,CHEM,1212,K,4.0,A,W,M,CHM,201108.0,CHM
552,201601,159,CHEM,1212,K,4.0,D,Z,F,0000,201108.0,0000
553,201601,456,CHEM,1211,K,4.0,B,,M,BIO,201108.0,BIO
554,201601,457,CHEM,1211,K,4.0,A-,W,F,BIO,201108.0,BIO
555,201601,458,CHEM,1211,K,4.0,C-,B,M,BIO,201108.0,BIO
556,201601,459,CHEM,1211,K,4.0,C+,Z,F,BIO,201108.0,0000
557,201601,160,CHEM,1212,K,4.0,W,W,F,BIO,201108.0,0000
558,201601,161,CHEM,1212,K,4.0,C,Z,M,BIO,201108.0,BIO
559,201601,162,CHEM,1212,K,4.0,A+,W,F,CHM,201108.0,CHM
560,201601,163,CHEM,1212,K,4.0,C,,F,BIO,201108.0,BIO
561,201601,460,CHEM,1211,K,4.0,C+,B,F,BIO,201108.0,BIO
562,201601,461,CHEM,1211,K,4.0,W,W,M,BIO,201108.0,BIO
563,201601,462,CHEM,1211,K,4.0,B,B,F,BIO,201108.0,BIO
564,201601,164,CHEM,1212,K,4.0,B,Z,M,PHY,201108.0,PHY
565,201601,463,CHEM,1211,K,4.0,A,Z,M,BIO,201108.0,EXS
566,201601,464,CHEM,1211,K,4.0,A-,B,F,BIO,201108.0,BIO
567,201601,166,CHEM,1212,K,4.0,C-,,F,BIO,201108.0,BIO
568,201601,169,CHEM,1212,K,4.0,A,B,M,CHM,201108.0,CHM
569,201601,170,CHEM,1212,K,4.0,B,B,M,BIO,201108.0,BIO
570,201601,465,CHEM,1211,K,4.0,B,B,F,CHM,201108.0,CHM
571,201601,171,CHEM,1212,K,4.0,B+,B,F,BIO,201108.0,BIO
572,201601,466,CHEM,1211,K,4.0,A-,B,M,BIO,201108.0,BIO
573,201601,467,CHEM,1211,K,4.0,B,WZ,F,NEUR,201108.0,MTH
574,201601,172,CHEM,1212,K,4.0,A,B,M,BIO,201108.0,BIO
575,201601,468,CHEM,1211,K,4.0,B,B,F,BIO,201108.0,BIO
576,201601,469,CHEM,1211,K,4.0,C+,Z,M,BIO,201108.0,BIO
577,201601,173,CHEM,1212,K,4.0,B+,Z,F,BIO,201108.0,BIO
578,201601,470,CHEM,1211,K,4.0,B,B,F,BIO,201108.0,BIO
579,201601,471,CHEM,1211,K,4.0,C-,B,F,BIO,201108.0,BIO
580,201601,175,CHEM,1212,K,4.0,B,Z,F,BIO,201108.0,0000
581,201601,176,CHEM,1212,K,4.0,C-,Z,M,BIO,201108.0,BIO
582,201601,472,CHEM,1211,K,4.0,B,Z,F,BIO,201108.0,BIO
583,201601,473,CHEM,1211,K,4.0,B,Z,M,0000,201108.0,0000
584,201601,177,CHEM,1212,K,4.0,B-,BI,M,CHM,201108.0,CHM
585,201601,179,CHEM,1212,K,4.0,W,Z,M,PHY,201108.0,PHY
586,201601,180,CHEM,1212,K,4.0,A+,B,M,NEUR,201108.0,BIO
587,201601,474,CHEM,1211,K,4.0,A-,W,F,BIO,201108.0,BIO
588,201601,475,CHEM,1211,K,4.0,C,B,M,0000,201108.0,0000
589,201601,182,CHEM,1212,K,4.0,B,B,F,0000,201108.0,0000
590,201601,476,CHEM,1211,K,4.0,B-,W,F,BIO,201108.0,BIO
591,201601,477,CHEM,1211,K,4.0,W,B,F,BIO,201108.0,BIO
592,201601,478,CHEM,1212,K,4.0,C+,B,F,RT,201108.0,NUR
593,201601,479,CHEM,1211,K,4.0,C+,B,F,BIO,201108.0,BIO
594,201601,480,CHEM,1211,K,4.0,D,W,F,HPE,201108.0,HPE
595,201601,481,CHEM,1211,K,4.0,A,Z,M,BUE,201108.0,BUE
596,201601,482,CHEM,1211,K,4.0,W,B,F,BIO,201108.0,BIO
597,201601,483,CHEM,1211,K,4.0,B,Z,M,BIO,201108.0,BIO
598,201601,484,CHEM,1211,K,4.0,B,B,F,BIO,201108.0,BIO
599,201601,485,CHEM,1211,K,4.0,W,B,F,BIO,201108.0,BIO
600,201601,186,CHEM,1212,K,4.0,A,Z,M,BIO,201108.0,CHM
601,201601,187,CHEM,1212,K,4.0,W,B,F,BIO,201108.0,BIO
602,201601,188,CHEM,1212,K,4.0,A+,Z,M,BIO,201108.0,BIO
603,201601,189,CHEM,1212,K,4.0,A,,M,CHM,201108.0,CHM
604,201601,486,CHEM,1211,K,4.0,C+,B,F,BIO,201108.0,BIO
605,201601,190,CHEM,1212,K,4.0,W,W,M,BIO,201108.0,BIO
606,201601,487,CHEM,1211,K,4.0,C+,Z,M,BIO,201108.0,BIO
607,201601,191,CHEM,1212,K,4.0,B,Z,F,BIO,201108.0,BIO
608,201601,488,CHEM,1211,K,4.0,B-,B,F,BIO,201108.0,BIO
609,201601,489,CHEM,1211,K,4.0,C+,I,F,EXS,201108.0,EXS
610,201601,194,CHEM,1212,K,4.0,A,Z,M,BIO,201108.0,BIO
611,201601,490,CHEM,1211,K,4.0,A-,IPZ,F,BIO,201108.0,BIO
612,201601,195,CHEM,1212,K,4.0,F,Z,M,CHM,201108.0,CHM
613,201601,491,CHEM,1211,K,4.0,W,B,F,CHM,201108.0,CHM
614,201601,197,CHEM,1212,K,4.0,B,B,M,BIO,201108.0,BIO
615,201601,492,CHEM,1211,K,4.0,C+,B,F,CHM,201108.0,BIO
616,201601,198,CHEM,1212,K,4.0,B+,W,M,BIO,201108.0,BIO
617,201601,493,CHEM,1211,K,4.0,B,BIW,F,BIO,201108.0,BIO
618,201601,494,CHEM,1211,K,4.0,C,Z,M,BIO,201108.0,BIO
619,201601,199,CHEM,1212,K,4.0,B-,W,F,BIO,201108.0,BIO
620,201601,200,CHEM,1212,K,4.0,B,W,M,CHM,201108.0,0000
621,201601,495,CHEM,1211,K,4.0,B+,Z,F,BIO,201108.0,BIO
622,201601,496,CHEM,1211,K,4.0,D,W,M,BIO,201108.0,BIO
623,201601,202,CHEM,1212,K,4.0,B,B,M,BIO,201108.0,BIO
624,201601,497,CHEM,1211,K,4.0,A-,Z,M,CSC,201108.0,CSC
625,201601,498,CHEM,1211,K,4.0,C-,,M,0000,201108.0,0000
626,201601,499,CHEM,1211,K,4.0,D,B,F,NUR,201108.0,NUR
627,201601,500,CHEM,1211,K,4.0,W,W,M,HIS,201108.0,HIS
628,201601,501,CHEM,1211,K,4.0,I,B,M,CHM,201108.0,IDS
629,201601,204,CHEM,1212,K,4.0,A,W,M,0000,201108.0,0000
630,201601,205,CHEM,1212,K,4.0,C+,B,M,BIO,201108.0,BIO
631,201601,207,CHEM,1212,K,4.0,A-,W,M,BIO,201108.0,BIO
632,201601,502,CHEM,1211,K,4.0,F,W,F,BIO,201108.0,BIO
633,201601,503,CHEM,1211,K,4.0,B-,,F,BIO,201108.0,BIO
634,201601,504,CHEM,1211,K,4.0,W,W,F,POL,201108.0,POL
635,201601,505,CHEM,1211,K,4.0,B,Z,M,BIO,201108.0,BIO
636,201601,210,CHEM,1212,K,4.0,B,B,F,BIO,201108.0,BIO
637,201601,211,CHEM,1212,K,4.0,B,Z,F,BIO,201108.0,0000
638,201601,212,CHEM,1212,K,4.0,C,Z,M,0000,201108.0,0000
639,201601,213,CHEM,1212,K,4.0,A+,W,F,CHM,201108.0,CHM
640,201601,214,CHEM,1212,K,4.0,A-,W,M,BIO,201108.0,BIO
641,201601,506,CHEM,1211,K,4.0,F,B,M,BIO,201108.0,BIO
642,201601,507,CHEM,1211,K,4.0,B,I,F,BIO,201108.0,BIO
643,201601,215,CHEM,1212,K,4.0,B-,Z,F,BIO,201108.0,BIO
644,201601,508,CHEM,1211,K,4.0,A+,,M,BIO,201201.0,BIO
645,201601,509,CHEM,1211,K,4.0,C-,B,F,BIO,201108.0,BIO
646,201601,510,CHEM,1211,K,4.0,W,Z,M,BIO,201108.0,IDS
647,201601,511,CHEM,1211,K,4.0,C+,IPZ,M,0000,201108.0,0000
648,201601,512,CHEM,1211,K,4.0,A-,B,F,CHM,201108.0,CHM
649,201601,216,CHEM,1212,K,4.0,A+,IPWZ,M,BIO,201108.0,BIO
650,201601,218,CHEM,1212,K,4.0,W,W,M,PHY,201108.0,PHY
651,201601,219,CHEM,1212,K,4.0,A,,F,BIO,201108.0,BIO
652,201601,220,CHEM,1212,K,4.0,A-,W,M,BIO,201108.0,BIO
653,201601,513,CHEM,1211,K,4.0,W,B,F,NEUR,201108.0,BIO
654,201601,514,CHEM,1211,K,4.0,W,B,F,BIO,201108.0,BIO
655,201601,515,CHEM,1211,K,4.0,A,B,M,NEUR,201108.0,NEUR
656,201601,221,CHEM,1212,K,4.0,A-,W,M,BIO,201108.0,BIO
657,201601,222,CHEM,1211,K,4.0,B-,B,M,0000,201108.0,0000
658,201601,223,CHEM,1212,K,4.0,C,W,F,IDS,201108.0,IDS
659,201601,516,CHEM,1211,K,4.0,B+,W,F,BIO,201108.0,BIO
660,201601,517,CHEM,1211,K,4.0,C,B,F,CHM,201108.0,CHM
661,201601,225,CHEM,1212,K,4.0,A+,W,M,BIO,201108.0,BIO
662,201601,226,CHEM,1212,K,4.0,A,B,F,BIO,201108.0,BIO
663,201601,518,CHEM,1211,K,4.0,C+,W,M,CHM,201108.0,CSC
664,201601,519,CHEM,2400,,4.0,A,B,M,BIO,201108.0,BIO
665,201601,520,CHEM,1211,K,4.0,C+,W,F,BIO,201108.0,BIO
666,201601,521,CHEM,1211,K,4.0,I,Z,F,PSY,201108.0,PSY
667,201601,227,CHEM,1212,K,4.0,C+,B,F,BIO,201108.0,BIO
668,201601,522,CHEM,1211,K,4.0,W,B,F,BIO,201108.0,BIO
669,201601,523,CHEM,1211,K,4.0,W,,F,PSY,201108.0,0000
670,201601,229,CHEM,1212,K,4.0,B+,B,F,BIO,201108.0,BIO
671,201601,230,CHEM,1212,K,4.0,A+,Z,M,CHM,201108.0,CHM
672,201601,524,CHEM,1211,K,4.0,A+,Z,F,BIO,201108.0,BIO
673,201601,525,CHEM,1211,K,4.0,C-,B,F,CHM,201108.0,CHM
674,201601,526,CHEM,1212,K,4.0,C,B,F,BIO,201108.0,BIO
675,201601,527,CHEM,1211,K,4.0,C,B,F,CHM,201108.0,0000
676,201601,234,CHEM,1212,K,4.0,D,B,F,CHM,201108.0,CHM
677,201601,528,CHEM,1211,K,4.0,B-,W,F,CHM,201108.0,0000
678,201601,529,CHEM,1211,K,4.0,C,B,M,BIO,201108.0,BIO
679,201601,530,CHEM,1211,K,4.0,A-,W,F,BIO,201108.0,NUR
680,201601,531,CHEM,1211,K,4.0,C-,BIPW,F,BIO,201108.0,BIO
681,201601,239,CHEM,1212,K,4.0,B,W,M,BIO,201108.0,BIO
682,201601,532,CHEM,1211,K,4.0,B,,M,BIO,201108.0,BIO
683,201601,240,CHEM,1212,K,4.0,A,Z,M,CSC,201108.0,CSC
684,201601,242,CHEM,1212,K,4.0,C,Z,M,CHM,201108.0,BIO
685,201601,533,CHEM,1211,K,4.0,W,W,F,BIO,201108.0,BIO
686,201601,534,CHEM,1211,K,4.0,C+,B,M,BIO,201108.0,BIO
